name,time,xmin,ymin,xmax,ymax,confidence,class
EunhangIntersection,2023-08-06 21:16:06.215896,149.14456176757812,42.340702056884766,203.79078674316406,93.25540161132812,0.9041744470596313,5
EunhangIntersection,2023-08-06 21:16:06.215896,280.2098388671875,8.143719673156738,295.1575012207031,21.270524978637695,0.7126509547233582,2
EunhangIntersection,2023-08-06 21:16:06.215896,215.72735595703125,64.39949798583984,238.6370849609375,87.19842529296875,0.6988232135772705,2
EunhangIntersection,2023-08-06 21:16:06.215896,266.74810791015625,17.313854217529297,282.6369934082031,30.828794479370117,0.5821409821510315,2
EunhangIntersection,2023-08-06 21:16:06.215896,235.1017303466797,49.740074157714844,260.01080322265625,69.54718780517578,0.5803256630897522,2
EunhangIntersection,2023-08-06 21:16:06.215896,193.10626220703125,62.8974494934082,217.390380859375,82.78657531738281,0.5500656962394714,2
EunhangIntersection,2023-08-06 21:16:06.215896,252.4687957763672,26.96868896484375,266.80340576171875,42.52103042602539,0.5201889276504517,2
EunhangIntersection,2023-08-06 21:16:06.215896,86.85665130615234,82.46021270751953,92.26342010498047,93.54664611816406,0.5177825689315796,9
EunhangIntersection,2023-08-06 21:16:06.215896,216.7107696533203,47.34248733520508,236.83067321777344,67.17156219482422,0.45244526863098145,2
EunhangIntersection,2023-08-06 21:16:06.215896,42.62361145019531,66.65319061279297,49.51960372924805,73.95316314697266,0.44314685463905334,9
EunhangIntersection,2023-08-06 21:16:06.215896,12.498917579650879,71.1792221069336,21.090721130371094,79.91230010986328,0.4207714796066284,9
EunhangIntersection,2023-08-06 21:16:06.215896,22.630064010620117,30.6193790435791,37.902767181396484,46.78681182861328,0.3867748975753784,9
EunhangIntersection,2023-08-06 21:16:06.215896,52.3653678894043,85.50460052490234,57.324920654296875,98.72786712646484,0.2730787694454193,0
